text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome_text.stopped,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,6,6,0,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.5239262,None,,,,,,,,,,,,,,,,,,,,,0,6,6,7,246.000986,,,,,,,,,,,,,245.9871917,246.000986,246.2346729,246.2469777,246.2525467,246.2525467,246.4536548,246.7879071,,,,,None,0,0.15,,,,,246.2525467,,,,,,,,,,,,,,,,,,,,,,,right,0,0.5239262,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,7,7,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3342643,None,,,,,,,,,,,,,,,,,,,,,0,7,7,1,246.8006295,,,,,,,,,,,,,246.7883661,246.8006295,247.0346312,247.0468364,247.0524477,247.0524477,247.2024498,247.4031878,,,,,0.3342643,None,0.15,,,,,247.0524477,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3342643,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,8,0,1,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,1,0,8,3,247.4173628,,,,,,,,,,,,,247.4033409,247.4173628,247.6511095,247.6633598,247.6689016,247.6689016,247.8200514,249.0688647,,,,,None,1,0.2,,,,,247.6689016,248.9183269,248.9183269,249.0837617,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,9,1,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3411744,None,,,,,,,,,,,,,,,,,,,,,1,1,9,2,249.0837617,,,,,,,,,,,,,249.0690963,249.0837617,249.3175578,249.3300672,249.3355345,249.3355345,249.518706,249.6863659,,,,,0.3411744,None,0.2,,,,,249.3355345,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3411744,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,10,2,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3508868,None,,,,,,,,,,,,,,,,,,,,,1,2,10,0,249.7003215,,,,,,,,,,,,,249.6865115,249.7003215,249.9341482,249.9465078,249.9521233,249.9521233,250.1520864,250.3193333,,,,,0.3508868,None,0.2,,,,,249.9521233,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3508868,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,11,3,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4554277,None,,,,,,,,,,,,,,,,,,,,,1,3,11,4,250.333668,,,,,,,,,,,,,250.3194698,250.333668,250.5674815,250.5803798,250.586126,250.586126,250.785442,251.0527599,,,,,0.4554277,None,0.2,,,,,250.586126,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4554277,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,12,4,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3577126,None,,,,,,,,,,,,,,,,,,,,,1,4,12,6,251.0667182,,,,,,,,,,,,,251.0529646,251.0667182,251.3007073,251.3134926,251.318653,251.318653,251.5184667,251.6860182,,,,,0.3577126,None,0.2,,,,,251.318653,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3577126,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,13,5,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.380176,None,,,,,,,,,,,,,,,,,,,,,1,5,13,1,251.7001008,,,,,,,,,,,,,251.6861823,251.7001008,251.933923,251.9459275,251.9517904,251.9517904,252.1519046,252.3359763,,,,,0.380176,None,0.2,,,,,251.9517904,,,,,,,,,,,,,,,,,,,,,,,left,1,0.380176,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,14,6,1,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3818968,None,,,,,,,,,,,,,,,,,,,,,1,6,14,7,252.3499321,,,,,,,,,,,,,252.3361227,252.3499321,252.5838958,252.5945253,252.6017471,252.6017471,252.8029071,252.9871829,,,,,None,0,0.15,,,,,252.6017471,,,,,,,,,,,,,,,,,,,,,,,right,0,0.3818968,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,15,7,1,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.3123269,None,,,,,,,,,,,,,,,,,,,,,1,7,15,5,252.9998921,,,,,,,,,,,,,252.9874244,252.9998921,253.2337517,253.2450268,253.2517638,253.2517638,253.401665,253.5690583,,,,,None,None,0.15,,,,,253.2517638,,,,,,,,,,,,,,,,,,,,,,,left,0,0.3123269,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,16,0,2,,,,images/go_left.png,images/stop_left.png,None,1,right,0,0.2453335,None,,,,,,,,,,,,,,,,,,,,,2,0,16,3,253.5831186,,,,,,,,,,,,,253.5692497,253.5831186,253.8168663,253.8277651,253.8349273,253.8349273,253.9861431,254.0868953,,,,,None,0,0.1,,,,,253.8349273,,,,,,,,,,,,,,,,,,,,,,,right,0,0.2453335,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,17,1,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5603168,None,,,,,,,,,,,,,,,,,,,,,2,1,17,1,254.0997611,,,,,,,,,,,,,254.0871419,254.0997611,254.3338583,254.3448217,254.3516456,254.3516456,254.4515194,254.9185813,,,,,0.5603168,None,0.1,,,,,254.3516456,,,,,,,,,,,,,,,,,,,,,,,left,1,0.5603168,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,18,2,2,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.0825561,None,,,,,,,,,,,,,,,,,,,,,2,2,18,5,254.9329235,,,,,,,,,,,,,254.9187195,254.9329235,255.1666599,255.1783314,255.1847116,255.1847116,255.2829772,255.268644,,,,,None,None,0.1,,,,,255.1847116,,,,,,,,,,,,,,,,,,,,,,,left,0,0.0825561,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,19,3,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.2434709,None,,,,,,,,,,,,,,,,,,,,,2,3,19,6,255.2829772,,,,,,,,,,,,,255.2688133,255.2829772,255.5166268,255.5307171,255.535887,255.535887,255.6348145,255.7853902,,,,,0.2434709,None,0.1,,,,,255.535887,,,,,,,,,,,,,,,,,,,,,,,right,1,0.2434709,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,20,4,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4594409,None,,,,,,,,,,,,,,,,,,,,,2,4,20,2,255.7996593,,,,,,,,,,,,,255.7855315,255.7996593,256.0334812,256.0452337,256.0513101,256.0513101,256.1513111,256.5184788,,,,,0.4594409,None,0.1,,,,,256.0513101,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4594409,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,21,5,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.2934148,None,,,,,,,,,,,,,,,,,,,,,2,5,21,0,256.5328961,,,,,,,,,,,,,256.5186149,256.5328961,256.7666435,256.7787808,256.7846066,256.7846066,256.8846041,257.0852252,,,,,0.2934148,None,0.1,,,,,256.7846066,,,,,,,,,,,,,,,,,,,,,,,left,1,0.2934148,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,22,6,2,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.7043108,None,,,,,,,,,,,,,,,,,,,,,2,6,22,4,257.0994683,,,,,,,,,,,,,257.085366,257.0994683,257.3332856,257.3452775,257.3510909,257.3510909,257.4512741,258.068355,,,,,None,None,0.1,,,,,257.3510909,,,,,,,,,,,,,,,,,,,,,,,left,0,0.7043108,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,23,7,2,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,2,7,23,7,258.0826316,,,,,,,,,,,,,258.0684967,258.0826316,258.3163287,258.3289694,258.334549,258.334549,258.4355411,259.6840585,,,,,None,1,0.15,,,,,258.334549,259.5835917,259.5835917,259.6991361,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,24,0,3,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4523796,None,,,,,,,,,,,,,,,,,,,,,3,0,24,3,259.6991361,,,,,,,,,,,,,259.6842463,259.6991361,259.9329297,259.945291,259.9507874,259.9507874,260.085352,260.4196208,,,,,None,0,0.1,,,,,259.9507874,,,,,,,,,,,,,,,,,,,,,,,left,0,0.4523796,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,25,1,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4448201,None,,,,,,,,,,,,,,,,,,,,,3,1,25,6,260.4323474,,,,,,,,,,,,,260.4200684,260.4323474,260.6659775,260.6791391,260.6842095,260.6842095,260.7842128,261.1346821,,,,,0.4448201,None,0.1,,,,,260.6842095,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4448201,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,26,2,3,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,3,2,26,7,261.1488359,,,,,,,,,,,,,261.1348219,261.1488359,261.3829938,261.3953221,261.4005581,261.4005581,261.5017902,262.7505885,,,,,None,1,0.15,,,,,261.4005581,262.6498702,262.6498702,262.7653313,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,27,3,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.396537,None,,,,,,,,,,,,,,,,,,,,,3,3,27,4,262.7653313,,,,,,,,,,,,,262.7508424,262.7653313,262.9991923,263.0114515,263.0168785,263.0168785,263.1505874,263.4177546,,,,,0.396537,None,0.15,,,,,263.0168785,,,,,,,,,,,,,,,,,,,,,,,right,1,0.396537,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,28,4,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3676105,None,,,,,,,,,,,,,,,,,,,,,3,4,28,5,263.4319453,,,,,,,,,,,,,263.4178923,263.4319453,263.665769,263.6778475,263.6836978,263.6836978,263.8336786,264.0676876,,,,,0.3676105,None,0.15,,,,,263.6836978,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3676105,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,29,5,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4076622,None,,,,,,,,,,,,,,,,,,,,,3,5,29,0,264.0818731,,,,,,,,,,,,,264.0678314,264.0818731,264.3155674,264.3272332,264.333705,264.333705,264.4837592,264.7509796,,,,,0.4076622,None,0.15,,,,,264.333705,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4076622,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,30,6,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3964956,None,,,,,,,,,,,,,,,,,,,,,3,6,30,1,264.7650372,,,,,,,,,,,,,264.751118,264.7650372,264.9990051,265.0112199,265.0166202,265.0166202,265.1668959,265.4175417,,,,,0.3964956,None,0.15,,,,,265.0166202,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3964956,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,31,7,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3960004,None,,,,,,,,,,,,,,,,,,,,,3,7,31,2,265.4316714,,,,,,,,,,,,,265.4177167,265.4316714,265.6654136,265.6774454,265.6834129,265.6834129,265.8335165,266.0841978,,,,,0.3960004,None,0.15,,,,,265.6834129,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3960004,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,32,0,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4800671,None,,,,,,,,,,,,,,,,,,,,,4,0,32,5,266.0982872,,,,,,,,,,,,,266.0843623,266.0982872,266.3320567,266.3441915,266.3498882,266.3498882,266.4999882,266.8339744,,,,,0.4800671,None,0.15,,,,,266.3498882,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4800671,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,33,1,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.392563,None,,,,,,,,,,,,,,,,,,,,,4,1,33,4,266.8481051,,,,,,,,,,,,,266.8341149,266.8481051,267.0822938,267.0944091,267.0998473,267.0998473,267.2499428,267.5004737,,,,,0.392563,None,0.15,,,,,267.0998473,,,,,,,,,,,,,,,,,,,,,,,right,1,0.392563,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,34,2,4,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3470135,None,,,,,,,,,,,,,,,,,,,,,4,2,34,3,267.5147333,,,,,,,,,,,,,267.500613,267.5147333,267.7486492,267.7604663,267.7664274,267.7664274,267.9175165,268.118424,,,,,None,0,0.1,,,,,267.7664274,,,,,,,,,,,,,,,,,,,,,,,left,0,0.3470135,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,35,3,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4074478,None,,,,,,,,,,,,,,,,,,,,,4,3,35,2,268.1313653,,,,,,,,,,,,,268.1186624,268.1313653,268.3651155,268.3773156,268.3831306,268.3831306,268.4832128,268.8004112,,,,,0.4074478,None,0.1,,,,,268.3831306,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4074478,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,36,4,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3857874,None,,,,,,,,,,,,,,,,,,,,,4,4,36,0,268.8144969,,,,,,,,,,,,,268.8005523,268.8144969,269.0485068,269.0606468,269.0660517,269.0660517,269.1664495,269.4671323,,,,,0.3857874,None,0.1,,,,,269.0660517,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3857874,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,37,5,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4141769,None,,,,,,,,,,,,,,,,,,,,,4,5,37,1,269.4811646,,,,,,,,,,,,,269.467293,269.4811646,269.7149133,269.7279705,269.7332841,269.7332841,269.833022,270.1503715,,,,,0.4141769,None,0.1,,,,,269.7332841,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4141769,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,38,6,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5172136,None,,,,,,,,,,,,,,,,,,,,,4,6,38,6,270.1642102,,,,,,,,,,,,,270.1505122,270.1642102,270.3982334,270.4104725,270.415969,270.415969,270.5162268,270.9501582,,,,,0.5172136,None,0.1,,,,,270.415969,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5172136,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,39,7,4,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,4,7,39,7,270.9642162,,,,,,,,,,,,,270.9503154,270.9642162,271.1982482,271.2109853,271.2161717,271.2161717,271.3172788,272.5657864,,,,,None,1,0.15,,,,,271.2161717,272.4652056,272.4652056,272.5807007,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,40,0,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3650052,None,,,,,,,,,,,,,,,,,,,,,5,0,40,1,272.5807007,,,,,,,,,,,,,272.5660156,272.5807007,272.8144548,272.8265815,272.8324613,272.8324613,272.9658743,273.2001095,,,,,0.3650052,None,0.15,,,,,272.8324613,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3650052,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,41,1,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3783252,None,,,,,,,,,,,,,,,,,,,,,5,1,41,5,273.214007,,,,,,,,,,,,,273.2002767,273.214007,273.4479829,273.4602524,273.4655481,273.4655481,273.6158119,273.8499913,,,,,0.3783252,None,0.15,,,,,273.4655481,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3783252,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,42,2,5,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,5,2,42,7,273.8639188,,,,,,,,,,,,,273.8501669,273.8639188,274.0976814,274.1111831,274.1162802,274.1162802,274.2667916,275.515472,,,,,None,1,0.2,,,,,274.1162802,275.3650152,275.3650152,275.5304011,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,43,3,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3661247,None,,,,,,,,,,,,,,,,,,,,,5,3,43,0,275.5304011,,,,,,,,,,,,,275.5156773,275.5304011,275.7641827,275.7759609,275.7822582,275.7822582,275.965612,276.1497566,,,,,0.3661247,None,0.2,,,,,275.7822582,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3661247,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,44,4,5,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3846646,None,,,,,,,,,,,,,,,,,,,,,5,4,44,3,276.1634842,,,,,,,,,,,,,276.1499649,276.1634842,276.3975944,276.4096198,276.4153091,276.4153091,276.6165859,276.8011761,,,,,None,0,0.15,,,,,276.4153091,,,,,,,,,,,,,,,,,,,,,,,left,0,0.3846646,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,45,5,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4012218,None,,,,,,,,,,,,,,,,,,,,,5,5,45,4,276.8135213,,,,,,,,,,,,,276.8015438,276.8135213,277.047527,277.0600066,277.0653711,277.0653711,277.2151696,277.4826062,,,,,0.4012218,None,0.15,,,,,277.0653711,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4012218,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,46,6,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3898123,None,,,,,,,,,,,,,,,,,,,,,5,6,46,6,277.4968306,,,,,,,,,,,,,277.4827593,277.4968306,277.7307091,277.7428762,277.7485775,277.7485775,277.8985235,278.1492251,,,,,0.3898123,None,0.15,,,,,277.7485775,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3898123,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,47,7,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4389737,None,,,,,,,,,,,,,,,,,,,,,5,7,47,2,278.1633513,,,,,,,,,,,,,278.1493748,278.1633513,278.3972802,278.4090973,278.4151539,278.4151539,278.5651434,278.8657636,,,,,0.4389737,None,0.15,,,,,278.4151539,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4389737,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,48,0,6,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,6,0,48,3,278.8799229,,,,,,,,,,,,,278.8659547,278.8799229,279.1139111,279.1263289,279.1318279,279.1318279,279.2828158,280.5315588,,,,,None,1,0.2,,,,,279.1318279,280.3808976,280.3808976,280.5463984,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,49,1,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3503725,None,,,,,,,,,,,,,,,,,,,,,6,1,49,0,280.5463984,,,,,,,,,,,,,280.5317422,280.5463984,280.7803248,280.7925366,280.7981506,280.7981506,280.9815715,281.1656184,,,,,0.3503725,None,0.2,,,,,280.7981506,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3503725,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,50,2,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.368955,None,,,,,,,,,,,,,,,,,,,,,6,2,50,1,281.1796671,,,,,,,,,,,,,281.165842,281.1796671,281.4135579,281.4256687,281.4314492,281.4314492,281.6315267,281.8154826,,,,,0.368955,None,0.2,,,,,281.4314492,,,,,,,,,,,,,,,,,,,,,,,left,1,0.368955,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,51,3,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3892376,None,,,,,,,,,,,,,,,,,,,,,6,3,51,2,281.8296475,,,,,,,,,,,,,281.815628,281.8296475,282.0635112,282.0764164,282.0818293,282.0818293,282.2814471,282.4821225,,,,,0.3892376,None,0.2,,,,,282.0818293,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3892376,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,52,4,6,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,6,4,52,7,282.4962461,,,,,,,,,,,,,282.4822808,282.4962461,282.730003,282.7421558,282.7479115,282.7479115,282.9490551,284.1977914,,,,,None,1,0.25,,,,,282.7479115,283.9972279,283.9972279,284.2125179,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,53,5,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3911894,None,,,,,,,,,,,,,,,,,,,,,6,5,53,4,284.2125179,,,,,,,,,,,,,284.1979879,284.2125179,284.4464935,284.4586258,284.4641723,284.4641723,284.6977812,284.8650022,,,,,0.3911894,None,0.25,,,,,284.4641723,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3911894,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,54,6,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4060851,None,,,,,,,,,,,,,,,,,,,,,6,6,54,5,284.8791633,,,,,,,,,,,,,284.8651419,284.8791633,285.1129781,285.1248763,285.1309317,285.1309317,285.3809894,285.5483218,,,,,0.4060851,None,0.25,,,,,285.1309317,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4060851,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
