text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,8,0,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4237469,None,,,,,,,,,,,,,,,,,,,,,1,0,8,5,232.8225267,,,,,,,,,,,,232.808612,232.8225267,233.056509,233.0687026,233.0742382,233.0742382,233.174601,233.5085278,,,,,0.4237469,None,0.1,,,,,233.0742382,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4237469,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,9,1,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4260747,None,,,,,,,,,,,,,,,,,,,,,1,1,9,2,233.5224978,,,,,,,,,,,,233.5086791,233.5224978,233.7564492,233.7688289,233.7740188,233.7740188,233.8740776,234.2082102,,,,,0.4260747,None,0.1,,,,,233.7740188,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4260747,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,10,2,1,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,1,2,10,3,234.222305,,,,,,,,,,,,234.2083488,234.222305,234.4562752,234.4682516,234.474068,234.474068,234.5752584,235.8240355,,,,,None,1,0.15,,,,,234.474068,235.7234104,235.7234104,235.8389382,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,11,3,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5135729,None,,,,,,,,,,,,,,,,,,,,,1,3,11,0,235.8389382,,,,,,,,,,,,235.8242681,235.8389382,236.0725606,236.084593,236.0906628,236.0906628,236.2237147,236.6079377,,,,,0.5135729,None,0.15,,,,,236.0906628,,,,,,,,,,,,,,,,,,,,,,,left,1,0.5135729,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,12,4,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4819086,None,,,,,,,,,,,,,,,,,,,,,1,4,12,1,236.6221671,,,,,,,,,,,,236.6080757,236.6221671,236.8559608,236.8681515,236.8737356,236.8737356,237.0239074,237.3579304,,,,,0.4819086,None,0.15,,,,,236.8737356,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4819086,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,13,5,1,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.4575412,None,,,,,,,,,,,,,,,,,,,,,1,5,13,7,237.3719303,,,,,,,,,,,,237.3581405,237.3719303,237.6059189,237.6189974,237.6241354,237.6241354,237.7749891,238.0923032,,,,,None,0,0.1,,,,,237.6241354,,,,,,,,,,,,,,,,,,,,,,,right,0,0.4575412,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,14,6,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5266773,None,,,,,,,,,,,,,,,,,,,,,1,6,14,4,238.1052435,,,,,,,,,,,,238.092489,238.1052435,238.3389798,238.3507958,238.3570665,238.3570665,238.4570931,238.8909613,,,,,0.5266773,None,0.1,,,,,238.3570665,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5266773,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,15,7,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3631884,None,,,,,,,,,,,,,,,,,,,,,1,7,15,6,238.9051242,,,,,,,,,,,,238.8911075,238.9051242,239.1389812,239.1507311,239.1568645,239.1568645,239.2569784,239.524065,,,,,0.3631884,None,0.1,,,,,239.1568645,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3631884,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,16,0,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3509736,None,,,,,,,,,,,,,,,,,,,,,2,0,16,6,239.5383433,,,,,,,,,,,,239.5242028,239.5383433,239.7722065,239.7840247,239.7901694,239.7901694,239.8901372,240.15756,,,,,0.3509736,None,0.1,,,,,239.7901694,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3509736,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,17,1,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3489833,None,,,,,,,,,,,,,,,,,,,,,2,1,17,4,240.1716,,,,,,,,,,,,240.1577066,240.1716,240.4053822,240.4174673,240.4233593,240.4233593,240.52361,240.774055,,,,,0.3489833,None,0.1,,,,,240.4233593,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3489833,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,18,2,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4782912,None,,,,,,,,,,,,,,,,,,,,,2,2,18,0,240.7883004,,,,,,,,,,,,240.7742049,240.7883004,241.0219194,241.0339412,241.0400071,241.0400071,241.1400663,241.5238436,,,,,0.4782912,None,0.1,,,,,241.0400071,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4782912,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,19,3,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5702482,None,,,,,,,,,,,,,,,,,,,,,2,3,19,5,241.5381358,,,,,,,,,,,,241.5239831,241.5381358,241.7719789,241.784156,241.7898616,241.7898616,241.8898113,242.3738864,,,,,0.5702482,None,0.1,,,,,241.7898616,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5702482,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,20,4,2,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,2,4,20,3,242.3880229,,,,,,,,,,,,242.3740339,242.3880229,242.6219005,242.6351542,242.6406753,242.6406753,242.7409953,243.989506,,,,,None,1,0.15,,,,,242.6406753,243.8889592,243.8889592,244.0045001,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,21,5,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4779192,None,,,,,,,,,,,,,,,,,,,,,2,5,21,1,244.0045001,,,,,,,,,,,,243.989741,244.0045001,244.2383394,244.251261,244.2565146,244.2565146,244.3896622,244.7401363,,,,,0.4779192,None,0.15,,,,,244.2565146,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4779192,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,22,6,2,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,2,6,22,7,244.7543709,,,,,,,,,,,,244.7403056,244.7543709,244.9882553,245.0008214,245.0061819,245.0061819,245.1573331,246.4059551,,,,,None,1,0.2,,,,,245.0061819,246.2554203,246.2554203,246.4208421,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,23,7,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3969938,None,,,,,,,,,,,,,,,,,,,,,2,7,23,2,246.4208421,,,,,,,,,,,,246.4062122,246.4208421,246.6546794,246.6664473,246.6726112,246.6726112,246.8560828,247.0732035,,,,,0.3969938,None,0.2,,,,,246.6726112,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3969938,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,24,0,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3709786,None,,,,,,,,,,,,,,,,,,,,,3,0,24,4,247.0876108,,,,,,,,,,,,247.0733591,247.0876108,247.3210554,247.3345384,247.3400486,247.3400486,247.5392964,247.7232003,,,,,0.3709786,None,0.2,,,,,247.3400486,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3709786,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,25,1,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4070848,None,,,,,,,,,,,,,,,,,,,,,3,1,25,5,247.7374173,,,,,,,,,,,,247.7233427,247.7374173,247.971066,247.9843402,247.9898582,247.9898582,248.1891218,248.4064388,,,,,0.4070848,None,0.2,,,,,247.9898582,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4070848,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,26,2,3,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3939898,None,,,,,,,,,,,,,,,,,,,,,3,2,26,3,248.4205599,,,,,,,,,,,,248.4065871,248.4205599,248.6544544,248.6688512,248.6739755,248.6739755,248.873547,249.0740457,,,,,None,0,0.15,,,,,248.6739755,,,,,,,,,,,,,,,,,,,,,,,left,0,0.3939898,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,27,3,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4160578,None,,,,,,,,,,,,,,,,,,,,,3,3,27,2,249.0871765,,,,,,,,,,,,249.0742817,249.0871765,249.3211733,249.3337467,249.339099,249.339099,249.4890947,249.756454,,,,,0.4160578,None,0.15,,,,,249.339099,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4160578,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,28,4,3,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,3,4,28,7,249.7702898,,,,,,,,,,,,249.7566236,249.7702898,250.0043712,250.0171891,250.0223203,250.0223203,250.1731802,251.4219336,,,,,None,1,0.2,,,,,250.0223203,251.271499,251.271499,251.4369543,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,29,5,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3500988,None,,,,,,,,,,,,,,,,,,,,,3,5,29,1,251.4369543,,,,,,,,,,,,251.4221397,251.4369543,251.6705987,251.682642,251.6886593,251.6886593,251.871964,252.0398738,,,,,0.3500988,None,0.2,,,,,251.6886593,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3500988,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,30,6,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3816549,None,,,,,,,,,,,,,,,,,,,,,3,6,30,6,252.0534368,,,,,,,,,,,,252.0400553,252.0534368,252.2872741,252.2994354,252.3052621,252.3052621,252.5053654,252.6894069,,,,,0.3816549,None,0.2,,,,,252.3052621,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3816549,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,31,7,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.401697,None,,,,,,,,,,,,,,,,,,,,,3,7,31,0,252.7034386,,,,,,,,,,,,252.6895484,252.7034386,252.9372522,252.9493405,252.9550428,252.9550428,253.1552239,253.3724056,,,,,0.401697,None,0.2,,,,,252.9550428,,,,,,,,,,,,,,,,,,,,,,,left,1,0.401697,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,32,0,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3493085,None,,,,,,,,,,,,,,,,,,,,,4,0,32,6,253.386728,,,,,,,,,,,,253.3725508,253.386728,253.6205554,253.6324483,253.638373,253.638373,253.8384726,253.9888993,,,,,0.3493085,None,0.2,,,,,253.638373,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3493085,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,33,1,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4603556,None,,,,,,,,,,,,,,,,,,,,,4,1,33,2,254.0031751,,,,,,,,,,,,253.989076,254.0031751,254.2371006,254.2489237,254.2549884,254.2549884,254.4550436,254.7223759,,,,,0.4603556,None,0.2,,,,,254.2549884,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4603556,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,34,2,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3678191,None,,,,,,,,,,,,,,,,,,,,,4,2,34,4,254.736464,,,,,,,,,,,,254.7225351,254.736464,254.9704025,254.9827263,254.9882088,254.9882088,255.1883734,255.3723103,,,,,0.3678191,None,0.2,,,,,254.9882088,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3678191,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,35,3,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3183974,None,,,,,,,,,,,,,,,,,,,,,4,3,35,0,255.3864489,,,,,,,,,,,,255.3724622,255.3864489,255.6203472,255.6322881,255.638166,255.638166,255.8381959,255.9718922,,,,,0.3183974,None,0.2,,,,,255.638166,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3183974,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,36,4,4,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3559427,None,,,,,,,,,,,,,,,,,,,,,4,4,36,7,255.9862413,,,,,,,,,,,,255.9720316,255.9862413,256.2201351,256.2320851,256.2380073,256.2380073,256.4392813,256.6064517,,,,,None,0,0.15,,,,,256.2380073,,,,,,,,,,,,,,,,,,,,,,,right,0,0.3559427,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,37,5,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3484918,None,,,,,,,,,,,,,,,,,,,,,4,5,37,1,256.6195589,,,,,,,,,,,,256.6066439,256.6195589,256.8534122,256.8651922,256.8711391,256.8711391,257.0213873,257.2223696,,,,,0.3484918,None,0.15,,,,,256.8711391,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3484918,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,38,6,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4520914,None,,,,,,,,,,,,,,,,,,,,,4,6,38,5,257.236147,,,,,,,,,,,,257.2225401,257.236147,257.4698957,257.4831769,257.4888911,257.4888911,257.6380104,257.9552706,,,,,0.4520914,None,0.15,,,,,257.4888911,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4520914,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,39,7,4,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,4,7,39,3,257.9693163,,,,,,,,,,,,257.9554316,257.9693163,258.2032341,258.2152095,258.2209732,258.2209732,258.3722701,259.6207051,,,,,None,1,0.2,,,,,258.2209732,259.4703923,259.4703923,259.6357609,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,40,0,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3984156,None,,,,,,,,,,,,,,,,,,,,,5,0,40,4,259.6357609,,,,,,,,,,,,259.6209187,259.6357609,259.8696622,259.8815897,259.8875545,259.8875545,260.0709276,260.2883314,,,,,0.3984156,None,0.2,,,,,259.8875545,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3984156,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,41,1,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4673213,None,,,,,,,,,,,,,,,,,,,,,5,1,41,1,260.3024588,,,,,,,,,,,,260.2884728,260.3024588,260.5361535,260.5479204,260.5542211,260.5542211,260.7541951,261.0381233,,,,,0.4673213,None,0.2,,,,,260.5542211,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4673213,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,42,2,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5856685,None,,,,,,,,,,,,,,,,,,,,,5,2,42,2,261.0523775,,,,,,,,,,,,261.0382584,261.0523775,261.2861831,261.2982127,261.3040822,261.3040822,261.5041319,261.9046928,,,,,0.5856685,None,0.2,,,,,261.3040822,,,,,,,,,,,,,,,,,,,,,,,left,1,0.5856685,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,43,3,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4997739,None,,,,,,,,,,,,,,,,,,,,,5,3,43,0,261.9188536,,,,,,,,,,,,261.9048306,261.9188536,262.1526709,262.1646762,262.170437,262.170437,262.3706192,262.6714382,,,,,0.4997739,None,0.2,,,,,262.170437,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4997739,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,44,4,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5350378,None,,,,,,,,,,,,,,,,,,,,,5,4,44,6,262.6854846,,,,,,,,,,,,262.6715969,262.6854846,262.9191416,262.9310332,262.9371065,262.9371065,263.1372651,263.4878453,,,,,0.5350378,None,0.2,,,,,262.9371065,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5350378,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,45,5,5,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3748111,None,,,,,,,,,,,,,,,,,,,,,5,5,45,7,263.5019841,,,,,,,,,,,,263.4879864,263.5019841,263.7358738,263.7479842,263.7537071,263.7537071,263.9548632,264.1387975,,,,,None,0,0.15,,,,,263.7537071,,,,,,,,,,,,,,,,,,,,,,,right,0,0.3748111,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,46,6,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4604492,None,,,,,,,,,,,,,,,,,,,,,5,6,46,5,264.1518862,,,,,,,,,,,,264.1390187,264.1518862,264.3857167,264.3991575,264.4046266,264.4046266,264.5538672,264.8710771,,,,,0.4604492,None,0.15,,,,,264.4046266,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4604492,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,47,7,5,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,5,7,47,3,264.8850912,,,,,,,,,,,,264.8712424,264.8850912,265.1190004,265.1316713,265.1370076,265.1370076,265.2881273,266.5367545,,,,,None,1,0.2,,,,,265.1370076,266.3861853,266.3861853,266.5516647,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,48,0,6,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,6,0,48,7,266.5516647,,,,,,,,,,,,266.5369633,266.5516647,266.7855024,266.7973308,266.8033556,266.8033556,266.9878713,268.2365804,,,,,None,1,0.25,,,,,266.8033556,268.0526766,268.0526766,268.2513607,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,49,1,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.395358,None,,,,,,,,,,,,,,,,,,,,,6,1,49,4,268.2513607,,,,,,,,,,,,268.2368159,268.2513607,268.485428,268.4975653,268.5031345,268.5031345,268.7364938,268.9038118,,,,,0.395358,None,0.25,,,,,268.5031345,,,,,,,,,,,,,,,,,,,,,,,right,1,0.395358,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,50,2,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3838746,None,,,,,,,,,,,,,,,,,,,,,6,2,50,6,268.9179793,,,,,,,,,,,,268.9039507,268.9179793,269.151759,269.1641867,269.1696419,269.1696419,269.4195768,269.5704453,,,,,0.3838746,None,0.25,,,,,269.1696419,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3838746,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,51,3,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3777514,None,,,,,,,,,,,,,,,,,,,,,6,3,51,2,269.5845994,,,,,,,,,,,,269.5706062,269.5845994,269.8183606,269.8312741,269.8364938,269.8364938,270.0864495,270.2203426,,,,,0.3777514,None,0.25,,,,,269.8364938,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3777514,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,52,4,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4598758,None,,,,,,,,,,,,,,,,,,,,,6,4,52,5,270.2345537,,,,,,,,,,,,270.2204881,270.2345537,270.4684284,270.4813178,270.4872812,270.4872812,270.7362274,270.9535321,,,,,0.4598758,None,0.25,,,,,270.4872812,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4598758,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,53,5,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3937388,None,,,,,,,,,,,,,,,,,,,,,6,5,53,0,270.9677663,,,,,,,,,,,,270.9536764,270.9677663,271.2015788,271.2138274,271.2192449,271.2192449,271.469327,271.6203093,,,,,0.3937388,None,0.25,,,,,271.2192449,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3937388,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,54,6,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3981159,None,,,,,,,,,,,,,,,,,,,,,6,6,54,1,271.6343192,,,,,,,,,,,,271.62048,271.6343192,271.8681481,271.880661,271.8860556,271.8860556,272.1362768,272.286931,,,,,0.3981159,None,0.25,,,,,271.8860556,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3981159,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,55,7,6,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4137989,None,,,,,,,,,,,,,,,,,,,,,6,7,55,3,272.30092,,,,,,,,,,,,272.2871034,272.30092,272.5348301,272.5474725,272.5528143,272.5528143,272.8038096,272.9712565,,,,,None,0,0.2,,,,,272.5528143,,,,,,,,,,,,,,,,,,,,,,,left,0,0.4137989,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5159955,None,,,,,,,,,,,,,,,,,,,,,7,0,56,1,272.9840456,,,,,,,,,,,,272.9715098,272.9840456,273.2180101,273.230255,273.2358941,273.2358941,273.4358593,273.7531523,,,,,0.5159955,None,0.2,,,,,273.2358941,,,,,,,,,,,,,,,,,,,,,,,left,1,0.5159955,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
